domain	mediabias_proscience	mediabias_questionblesources	mediabias_conspiracy_psydoscience
sheepkillers.com	0.0	0.0	1.0
shoebat.com	0.0	0.0	1.0
sitsshow.blogspot.com	0.0	0.0	1.0
skeptiko.com	0.0	0.0	1.0
sott.net	0.0	0.0	1.0
space.news	0.0	0.0	1.0
stormfront.org	0.0	0.0	1.0
stream.org	0.0	0.0	1.0
sustainablepulse.com	0.0	0.0	1.0
swprs.org	0.0	0.0	1.0
thealternativedaily.com	0.0	0.0	1.0
theantimedia.com	0.0	0.0	1.0
theautomaticearth.com	0.0	0.0	1.0
thecommonsenseshow.com	0.0	0.0	1.0
thedailysheeple.com	0.0	0.0	1.0
thefreethoughtproject.com	0.0	0.0	1.0
thefullertoninformer.com	0.0	0.0	1.0
thehealthyamerican.org	0.0	0.0	1.0
theheartysoul.com	0.0	0.0	1.0
thehighwire.com	0.0	0.0	1.0
thelibertybeacon.com	0.0	0.0	1.0
themindunleashed.org	0.0	0.0	1.0
thepuristonline.com	0.0	0.0	1.0
therundownlive.com	0.0	0.0	1.0
thetrumpet.com	0.0	0.0	1.0
thetruthaboutcancer.com	0.0	0.0	1.0
thetruthseeker.co.uk	0.0	0.0	1.0
thevaccinereaction.org	0.0	0.0	1.0
thinkinghumanity.com	0.0	0.0	1.0
thoughtcatalog.com	0.0	0.0	1.0
thoughtcrimeradio.net	0.0	0.0	1.0
thriveglobal.com	0.0	0.0	1.0
thrivemovement.com	0.0	0.0	1.0
trialsitenews.com	0.0	0.0	1.0
truepundit.com	0.0	0.0	1.0
trunews.com	0.0	0.0	1.0
twisted.news	0.0	0.0	1.0
ukcolumn.org	0.0	0.0	1.0
usahitman.com	0.0	0.0	1.0
usawatchdog.com	0.0	0.0	1.0
vaccineimpact.com	0.0	0.0	1.0
vaccines.news	0.0	0.0	1.0
vaccinesafety.info	0.0	0.0	1.0
vaccinesrevealed.com	0.0	0.0	1.0
vactruth.com	0.0	0.0	1.0
vaxxter.com	0.0	0.0	1.0
vermontindependent.org	0.0	0.0	1.0
veteranstoday.com	0.0	0.0	1.0
vigilantcitizen.com	0.0	0.0	1.0
wakingtimes.com	0.0	0.0	1.0
wattsupwiththat.com	0.0	0.0	1.0
wearechange.org	0.0	0.0	1.0
westonaprice.org	0.0	0.0	1.0
whatdoesitmean.com	0.0	0.0	1.0
whatreallyhappened.com	0.0	0.0	1.0
wikispooks.com	0.0	0.0	1.0
worldaffairsbrief.com	0.0	0.0	1.0
worldcouncilforhealth.org	0.0	0.0	1.0
worlddoctorsalliance.com	0.0	0.0	1.0
worldlifestyle.com	0.0	0.0	1.0
worldtruth.tv	0.0	0.0	1.0
x22report.com	0.0	0.0	1.0
zerohedge.com	0.0	0.0	1.0
